gene name	annotation
ZNF571-AS1	gene
RP11-1058G23.1	gene
LOC440461	gene
CTC-548K16.6	gene
CTD-2538C1.2	gene
RP11-126O1.4	gene
CTC-398G3.6	gene
RP11-815J4.5	gene
RP11-703I16.1	gene
CTC-559E9.5	gene
RNY4P13	gene
CTC-518P12.6	gene
GLUD1P4	gene
RP11-640A1.4	gene
CTC-360P9.4	gene
CTD-3116E22.6	gene
CTD-2373H9.5	gene
RP1-37N7.6	gene
CIRBP-AS1	gene
FAM215A	gene
NFE2L3P1	gene
CTB-32O4.2	gene
ZNF887P	gene
RP11-108P20.2	gene
RP11-53B2.4	gene
RP11-845C23.2	gene
CTC-296K1.3	gene
RP11-13K12.1	gene
CTD-2587H24.1	gene
ZNF285	gene
CTD-2043I16.1	gene
CTC-325H20.4	gene
ADAD1P2	gene
CTC-250I14.3	gene
RP11-622J9.1	gene
RP11-861E21.3	gene
CTD-2231E14.4	gene
RP11-794C22.2	gene
MIR24-2	gene
RP11-373L24.1	gene
RP11-87G24.6	gene
CTD-2621I17.6	gene
CTD-2537I9.12	gene
RPSAP57	gene
RP11-178C3.6	gene
AC011524.1	gene
RP11-53B2.1	gene
AC006273.5	gene
MIR497HG	gene
RP11-815J4.7	gene
S1PR2	gene
LINC00868	gene
AC005394.1	gene
MTCO2P2	gene
RP11-666A8.7	gene
AC007229.3	gene
AC005779.2	gene
RP11-666A8.8	gene
RP11-686D22.4	gene
AC006116.17	gene
CTC-482H14.5	gene
AC005264.2	gene
CTD-2528L19.4	gene
RP11-686D22.10	gene
CTD-2085J24.3	gene
CTC-379B2.4	gene
RP11-618K16.4	gene
RP11-383M4.6	gene
RP11-173A16.1	gene
RP5-1052I5.2	gene
CTC-503J8.4	gene
RP11-128P17.3	gene
CTC-559E9.8	gene
CTD-2538C1.3	gene
RP11-87G24.3	gene
STK25P1	gene
AC104532.4	gene
KRT8P5	gene
CTC-525D6.5	gene
CTC-459F4.3	gene
CTC-510F12.6	gene
CTD-2587H24.5	gene
RP11-126O1.2	gene
CTD-2540B15.11	gene
CTC-559E9.4	gene
CTD-3252C9.2	gene
RP11-322E11.5	gene
RP11-115P21.1	gene
LINC00907	gene
RP11-687F6.4	gene
CTC-232P5.4	gene
NDUFA3P1	gene
RP11-689E3.2	gene
CTC-507E2.2	gene
RP11-108P20.4	gene
CYP4F24P	gene
RP11-242D8.2	gene
RPIAP1	gene
CTC-250I14.6	gene
CTD-2050I18.2	gene
RP11-323N12.5	gene
LINC01028	gene
RP5-905N1.2	gene
CTD-3220F14.1	gene
AC006116.21	gene
CTD-2369P2.8	gene
SNX33P1	gene
AC007787.2	gene
CTC-461H2.2	gene
CTD-3116E22.7	gene
AC138472.6	gene
RP11-552F3.13	gene
AC007795.1	gene
RAD51L3-RFFL	gene
RP11-795H16.2	gene
AC022153.1	gene
RP11-219G17.6	gene
RP11-1094M14.14	gene
AC002115.9	gene
RP11-905K4.1	gene
RP11-1136J12.1	gene
AC138430.4	gene
AC005758.1	gene
CGB1	gene
RP11-400F19.18	gene
CTB-5E10.3	gene
RPL7L1P5	gene
AC008992.1	gene
RP11-619I22.1	gene
RP11-546M21.6	gene
CTD-2554C21.2	gene
BNIP3P16	gene
RP11-258B16.1	gene
RP11-64C12.4	gene
CTD-2008P7.10	gene
RP11-577H5.5	gene
CTC-499B15.7	gene
MAP1LC3P	gene
RP11-686D22.3	gene
CTD-2587H24.10	gene
CTD-2553C6.1	gene
RP11-95O2.1	gene
RP11-188I24.1	gene
RP1-193H18.3	gene
RP11-973H7.4	gene
CTD-2286N8.2	gene
RP11-807E13.3	gene
RP11-358B23.1	gene
LINC01482	gene
RP11-820I16.2	gene
AC007796.1	gene
RP11-64C12.9	gene
RPL17P45	gene
RP11-13K12.2	gene
AC004156.3	gene
RP11-136H19.1	gene
RP11-824M15.3	gene
CTB-55O6.4	gene
CTD-2293H3.1	gene
FDX2	gene
RP11-813F20.2	gene
RP11-1151B14.2	gene
THA1P	gene
RP11-27G24.1	gene
RP11-15E18.3	gene
EIF5AP2	gene
ZNF224	gene
CTD-3199J23.6	gene
CTD-3220F14.2	gene
AC008991.1	gene
none	gene
NTF6B	gene
RP11-795H16.3	gene
RP11-325K19.6	gene
AC005262.2	gene
AC010525.5	gene
LDLRAD4-AS1	gene
SHC1P2	gene
TAF9P3	gene
CTC-559E9.2	gene
RP11-691H4.4	gene
RP11-1030E3.1	gene
ERVK-28	gene
LUZP6	gene
AC002116.7	gene
RP11-729L2.2	gene
none	gene
RP11-53B2.2	gene
CTD-2013N17.4	gene
FRG2LP	gene
RP11-108P20.3	gene
CTD-2105E13.6	gene
RP11-95O2.5	gene
RP11-147L13.7	gene
AC024592.9	gene
AC006116.20	gene
RP11-686D22.5	gene
LINC01539	gene
RP11-10I6.2	gene
CTD-2540B15.6	gene
AC083760.1	gene
SRSF10P1	gene
HP09025	gene
RP11-815J4.1	gene
CTD-2189E23.1	gene
RP11-49K24.8	gene
CTC-461H2.3	gene
CTD-2526M8.2	gene
CTD-2540B15.7	gene
AC010761.14	gene
RP11-147L13.8	gene
RP11-456O19.3	gene
RP11-64C12.3	gene
RP4-604K5.3	gene
CTD-2265O21.7	gene
HMGB2P1	gene
AC061992.2	gene
AC024592.12	gene
UBE2L4	gene
FAM60CP	gene
RP11-718I15.1	gene
RP11-799D4.1	gene
RP11-686D22.8	gene
RP11-379L18.1	gene
RP11-392O1.4	gene
CTB-102L5.4	gene
CTC-265F19.1	gene
RUNDC3A-AS1	gene
AC009005.2	gene
RPS10P27	gene
AC004623.2	gene
RP11-411B10.4	gene
EML2-AS1	gene
RP11-358B23.5	gene
CTC-565M22.1	gene
CTD-2130O13.1	gene
RP11-426J5.2	gene
RP11-484L8.1	gene
CTD-3193K9.3	gene
RP11-299P2.1	gene
CTC-523E23.4	gene
CTC-459F4.8	gene
CTB-50L17.9	gene
RP11-559N14.6	gene
CTC-260E6.7	gene
RP11-15E18.4	gene
RP11-677O4.4	gene
RP11-2N1.2	gene
OR7E16P	gene
AC006116.24	gene
CTC-439O9.3	gene
AC004221.2	gene
LINC01533	gene
RP11-154H12.3	gene
SLC25A36P1	gene
RP11-799D4.3	gene
CTB-55O6.10	gene
RP11-171I2.1	gene
AF038458.3	gene
RP11-35G9.5	gene
CTD-2534I21.9	gene
CTD-2526M8.3	gene
RP11-316M20.1	gene
CTD-2659N19.2	gene
WBP1LP11	gene
RP11-576C2.1	gene
RP11-677O4.5	gene
SMIM22	gene
LIN37	gene
NRBF2P1	gene
MAN1A2P1	gene
RP11-49K24.5	gene
RP11-552F3.9	gene
AC018755.17	gene
NDUFV2P1	gene
RP11-727F15.11	gene
CTB-191K22.5	gene
CTC-471J1.8	gene
Y_RNA	gene
RP11-167N5.5	gene
AC008746.12	gene
CTB-133G6.2	gene
NDUFA7	gene
RP5-1023B21.1	gene
MZF1-AS1	gene
RP11-120K24.3	gene
CTC-444N24.6	gene
RP11-157B13.7	gene
CTD-2527I21.9	gene
CTB-147C22.9	gene
AC011513.3	gene
RP4-569M23.5	gene
CTD-2291D10.4	gene
CTD-2126E3.4	gene
CTD-2540F13.2	gene
SIGLEC19P	gene
none	gene
CTD-2639E6.9	gene
CTC-429P9.5	gene
CTD-2616J11.16	gene
ZSCAN5DP	gene
CCDC177	gene
RP11-256I23.3	gene
SNX6P1	gene
AC007193.6	gene
RP11-255H23.4	gene
CTD-2525I3.2	gene
CTB-176F20.3	gene
EIF1P6	gene
CTD-2325M2.1	gene
RP11-290F24.6	gene
CTD-2620I22.3	gene
CTD-2207O23.12	gene
MIR3188	gene
OR10B1P	gene
AC011523.2	gene
MAGEA9B	gene
AC007292.6	gene
CTD-2616J11.9	gene
AC130469.2	gene
CTD-3187F8.15	gene
CTB-189B5.3	gene
CARD8-AS1	gene
PTOV1-AS1	gene
SSX4	gene
CTD-2525I3.3	gene
OR4G4P	gene
AC006129.2	gene
AC005253.2	gene
AC005795.1	gene
AC007228.8	gene
AC011516.2	gene
CTD-2575K13.6	gene
NBPF12	gene
AC018766.6	gene
CTD-2619J13.9	gene
RP11-247A12.8	gene
CTC-244M17.1	gene
CTC-344H19.6	gene
AC067969.2	gene
CTD-3032J10.2	gene
BNIP3P40	gene
NAPA-AS1	gene
TOP1P1	gene
FMR1-AS1	gene
OR5AH1P	gene
RP5-1057I20.4	gene
AC006539.3	gene
RPL22P5	gene
RP11-805I24.4	gene
BNIP3P30	gene
RP11-388K12.3	gene
RP11-678G14.2	gene
AC104534.3	gene
CTC-429P9.2	gene
AC093063.2	gene
GABRQ	gene
AC022154.7	gene
ZNF649-AS1	gene
ZNF725P	gene
CYP2G2P	gene
SLC6A14	gene
RP11-369G6.2	gene
AC003005.4	gene
CTB-60B18.12	gene
CTD-3149D2.4	gene
RP11-157B13.1	gene
VN1R84P	gene
CTD-2561J22.5	gene
CTD-3193O13.11	gene
RP11-91G21.1	gene
AC003002.4	gene
PCGF7P	gene
NIFKP6	gene
VN1R91P	gene
CTD-3193O13.13	gene
AC005176.2	gene
Metazoa_SRP	gene
AC010524.4	gene
AC004076.9	gene
RP11-556I13.2	gene
AC007192.4	gene
BNIP3P22	gene
RP11-73B2.7	gene
SMIM17	gene
RP11-420K14.8	gene
CTC-241F20.4	gene
AC118758.1	gene
AC005785.2	gene
CTD-2396E7.10	gene
AC002985.3	gene
CTD-3137H5.1	gene
CTD-3138B18.6	gene
CTD-2396E7.9	gene
CTD-3214H19.6	gene
CTC-444N24.11	gene
RP11-618I10.3	gene
AC137932.4	gene
RP11-379K17.12	gene
OPN1MW	gene
EEF1A1P7	gene
ARL14EPL	gene
CTD-2331H12.5	gene
CTD-2619J13.8	gene
CTD-2560K21.6	gene
FKBP4P6	gene
TCP11X1	gene
IGFL1P2	gene
RP11-678G14.4	gene
RPS29P30	gene
AIRN	gene
CTC-246B18.8	gene
AC003005.2	gene
SIGLEC29P	gene
VN1R78P	gene
RP11-420K14.1	gene
RP11-434D12.1	gene
CTD-2620I22.2	gene
CTB-60B18.18	gene
RP11-98D18.16	gene
CTD-2528A14.3	gene
AC006547.15	gene
CTD-2623H2.7	gene
POLR3GP1	gene
CTD-2579N5.3	gene
CLEC4GP1	gene
CTD-2619J13.13	gene
CTD-3222D19.11	gene
AC006272.2	gene
CTD-3187F8.11	gene
SCGB1C2	gene
BNIP3P25	gene
LRRC2-AS1	gene
CTD-2542C24.8	gene
RP4-806M20.3	gene
BNIP3P23	gene
SIGLEC20P	gene
FAM156A	gene
AC007228.5	gene
AC006129.1	gene
VN1R81P	gene
L34079.2	gene
CTD-2017D11.1	gene
SMC5-AS1	gene
CTC-492K19.4	gene
CTD-2568A17.8	gene
CTC-360J11.4	gene
FENDRR	gene
CTC-518B2.10	gene
MTCO3P42	gene
AC003682.16	gene
CTD-3214H19.4	gene
CTC-344H19.4	gene
CTD-2371O3.3	gene
AC006115.6	gene
TRMT112P6	gene
CTD-2626G11.2	gene
AC011551.3	gene
MTDHP3	gene
AC011530.4	gene
BNIP3P27	gene
EMG1	gene
CTD-2027I19.2	gene
SSX2B	gene
RP11-359H18.2	gene
CTC-471J1.9	gene
AC006262.6	gene
CTC-575C13.4	gene
CTC-273B12.7	gene
BNIP3P38	gene
MIR4453	gene
RP11-356J5.13	gene
RP11-158I3.1	gene
CTC-435M10.6	gene
CTD-2586B10.1	gene
RPL7AP69	gene
ABC7-42418200C9.1	gene
CTD-2587H19.2	gene
CTB-102L5.8	gene
AC018755.18	gene
RP11-805I24.3	gene
RP11-572B2.1	gene
IFNL3P1	gene
CTD-3138B18.5	gene
CTD-2545M3.8	gene
CTD-2616J11.10	gene
VN1R83P	gene
none	gene
CYP2T3P	gene
CTC-273B12.5	gene
RP11-32B5.8	gene
RP11-514D23.1	gene
AC004076.7	gene
MTDHP4	gene
AC005523.3	gene
VN1R88P	gene
CTD-2619J13.16	gene
VN1R107P	gene
none	gene
RP11-678G14.3	gene
CTD-2332E11.2	gene
AC003956.1	gene
AC005339.2	gene
RP11-687D19.1	gene
AC007228.9	gene
RP11-158H5.7	gene
RP1-283E3.8	gene
RP11-514A9.1	gene
SIGLEC18P	gene
AC005794.1	gene
CTC-453G23.8	gene
RP11-464F9.20	gene
CTC-457E21.7	gene
RAET1E-AS1	gene
CTD-2611O12.6	gene
CTD-3187F8.2	gene
RP11-157B13.8	gene
VN1R80P	gene
AC115522.3	gene
RP11-316O14.1	gene
CTB-50E14.4	gene
MAGEA2	gene
CTD-2207O23.10	gene
RP11-65J3.15	gene
AC092316.1	gene
AC078899.4	gene
AC006262.5	gene
CTB-52I2.3	gene
RP1-122P22.4	gene
TEX13A	gene
RP11-739B23.1	gene
CTB-33G10.11	gene
AC006486.9	gene
MIR296	gene
AC068499.10	gene
CTAG1A	gene
CTD-3187F8.7	gene
MIMT1	gene
CTB-60B18.10	gene
LINC00664	gene
RP11-310J24.3	gene
LETM1P2	gene
WBP1LP6	gene
CTB-60B18.17	gene
CTD-2622I13.3	gene
LLNLR-249E10.1	gene
FAM231C	gene
CTB-33G10.6	gene
CTC-444N24.13	gene
COX6CP7	gene
CTD-2553L13.4	gene
CTB-31C7.3	gene
AC010524.2	gene
ZNF723P	gene
BNIP3P26	gene
RP11-247A12.7	gene
CTD-2616J11.15	gene
CTC-444N24.8	gene
CTD-2287O16.3	gene
BNIP3P33	gene
none	gene
CTC-444N24.9	gene
CTD-2105E13.14	gene
CTD-2561J22.1	gene
CTB-61M7.2	gene
MTCO3P39	gene
HSFX2	gene
CTC-518B2.12	gene
CTD-2396E7.7	gene
CTD-2538G9.5	gene
CTD-3105H18.14	gene
RP11-298J23.9	gene
CTD-2571L23.8	gene
CTD-3030D20.1	gene
CTD-2583A14.10	gene
SCGB1B2P	gene
RP11-514D23.2	gene
AC104534.2	gene
ADGRE4P	gene
CTC-450M9.1	gene
CTD-3073N11.9	gene
MGC2752	gene
RPL7P50	gene
VN1R87P	gene
CTC-429P9.4	gene
VN1R90P	gene
CTC-490E21.12	gene
CTB-25B13.5	gene
RP11-321E2.13	gene
RP11-704M14.2	gene
RP11-542M13.3	gene
AC007193.9	gene
RP1-102K2.8	gene
CITF22-62D4.1	gene
CTC-457E21.6	gene
BNIP3P32	gene
AC011513.4	gene
OR7A1P	gene
LA16c-OS12.2	gene
CTD-3073N11.7	gene
CTD-2245F17.2	gene
RP11-1137G4.3	gene
SIGLEC31P	gene
SIGLEC22P	gene
CTD-2545M3.2	gene
RP4-591C20.9	gene
CTD-2207O23.3	gene
CTB-167G5.6	gene
AC020915.2	gene
ESPNP	gene
CTD-3105H18.16	gene
RP11-138H11.1	gene
IGFL1P1	gene
PNMA6B	gene
CTD-2550O8.7	gene
CTD-3099C6.7	gene
CTD-2616J11.14	gene
CTD-3233P19.8	gene
PLCE1-AS1	gene
A1BG-AS1	gene
RP11-256I23.1	gene
CSAG2	gene
RP11-34P13.15	gene
CTC-518B2.9	gene
VN1R92P	gene
CTD-2619J13.17	gene
CSAG3	gene
CTD-2557P19.4	gene
RP11-180I4.4	gene
RP11-886P16.6	gene
AC005387.3	gene
CT45A1	gene
RP5-907D15.4	gene
CKS1BP3	gene
CTD-2192J16.26	gene
AD000684.2	gene
MRPS17P1	gene
RP11-149F8.3	gene
RP11-556O5.6	gene
SIGLEC26P	gene
ERVV-2	gene
RP11-1281K21.10	gene
CTD-3099C6.11	gene
MIA-RAB4B	gene
CTC-457E21.9	gene
AC005253.4	gene
CTD-2528A14.1	gene
CTC-435M10.10	gene
SPANXN2	gene
FAM231B	gene
CDC42EP3P1	gene
RP11-439A17.5	gene
RP1-172N19.1	gene
VN1R82P	gene
MAN1B1-AS1	gene
DNAJC19P3	gene
CTD-2245F17.3	gene
SLC6A21P	gene
KRT18P40	gene
CTB-147N14.4	gene
AC005932.1	gene
CTD-3187F8.12	gene
CTC-457E21.5	gene
AC003006.7	gene
MTRNR2L12	gene
AC016629.7	gene
CTD-2521M24.10	gene
CTC-523E23.6	gene
AP001462.6	gene
BNIP3P24	gene
CTC-513N18.6	gene
CTC-429P9.3	gene
CTC-360G5.6	gene
none	gene
CTD-2521M24.8	gene
CTD-2619J13.3	gene
BNIP3P18	gene
CALR3	gene
CTD-2528A14.5	gene
ZNF728	gene
RP11-256I23.2	gene
CTC-471F3.5	gene
CTD-3187F8.14	gene
CTD-2620I22.1	gene
CTD-3222D19.10	gene
CTC-523E23.5	gene
CTD-2126E3.3	gene
AC010646.3	gene
CT45A3	gene
TPRG1LP1	gene
LSP1P1	gene
CTD-2525I3.5	gene
Metazoa_SRP	gene
CTD-2619J13.23	gene
RP11-15H20.7	gene
CTC-513N18.7	gene
TRABD2B	gene
FAM90A28P	gene
HNRNPA1P52	gene
AC007193.10	gene
RP11-98F14.11	gene
SIGLEC28P	gene
BRI3BPP1	gene
ZNF209P	gene
CTD-3193O13.8	gene
AC007192.6	gene
AC092301.3	gene
AC007193.8	gene
LYPLA2P2	gene
BNIP3P13	gene
RP3-431P23.5	gene
CTD-3131K8.3	gene
CTC-218B8.3	gene
RP11-727F15.12	gene
L34079.3	gene
CTC-326K19.6	gene
CTD-3073N11.5	gene
LINC01082	gene
CTB-60E11.12	gene
RP11-573N10.1	gene
FBXO17	gene
AC005387.2	gene
AC006942.4	gene
AC003973.5	gene
none	gene
RP11-173C1.1	gene
LINC00528	gene
RP11-722G7.1	gene
none	gene
RPS27AP19	gene
ZNF350-AS1	gene
CTD-2619J13.1	gene
CTD-2561J22.3	gene
CTD-2192J16.22	gene
CTD-2231E14.8	gene
RPL23AP78	gene
CTC-246B18.10	gene
SIGLEC21P	gene
RP11-325D15.2	gene
DNAJC19P2	gene
CTB-83J4.2	gene
AC078899.3	gene
CTD-2105E13.15	gene
RP11-564H18.1	gene
CTD-2245F17.6	gene
CTB-92J24.3	gene
CTB-12A17.3	gene
ZSCAN16-AS1	gene
AC005614.3	gene
CTD-2529P6.3	gene
CTD-2527I21.7	gene
FKBP1AP1	gene
CTD-2278I10.6	gene
MAGIX	gene
CTC-457E21.4	gene
AC007292.3	gene
VN1R93P	gene
CTC-453G23.4	gene
GOLGA2P9	gene
IKBKG	gene
ZNF587B	gene
VN1R85P	gene
CTD-3099C6.5	gene
CTD-2278I10.1	gene
PTOV1-AS2	gene
AC092071.1	gene
AC005626.3	gene
RP11-120K24.4	gene
LINC01233	gene
RP11-380M21.4	gene
CTD-2207O23.11	gene
CTD-2542C24.3	gene
CTB-50E14.5	gene
RP11-120K24.5	gene
ITGB1P1	gene
RP11-292K15.2	gene
CTC-312O10.2	gene
RAB11B-AS1	gene
RP11-298J23.8	gene
AC018755.16	gene
RP11-194G10.3	gene
CTB-191K22.6	gene
CTB-92J24.2	gene
CTD-3222D19.12	gene
CTD-2529P6.4	gene
CTD-2616J11.11	gene
SPIB	gene
NXF2	gene
LINC01224	gene
CTD-2538G9.3	gene
PLA2G4C-AS1	gene
ZNF92P3	gene
AC007292.7	gene
CTC-429P9.1	gene
BNIP3P8	gene
OPN1MW3	gene
NXF2B	gene
CTD-3131K8.2	gene
CTB-180A7.6	gene
AC067969.1	gene
RP4-639J15.3	gene
CTD-2579N5.4	gene
AC093063.3	gene
RP11-727F15.13	gene
RP11-432M8.17	gene
CTD-3148I10.9	gene
RP11-15H20.2	gene
CTD-2619J13.19	gene
CH17-38B12.4	gene
CTD-2583A14.9	gene
CTD-3032J10.3	gene
CTD-2521M24.6	gene
Z69720.2	gene
LLNLF-191C12.1	gene
CTC-360G5.9	gene
CTB-174O21.2	gene
RP11-98D18.17	gene
CTB-147C22.8	gene
DMRTC1	gene
AC003973.4	gene
ZNF92P2	gene
RP11-571I18.5	gene
BNIP3P34	gene
RP11-370I10.12	gene
CYP4F23P	gene
AC005176.1	gene
CTB-83J4.1	gene
ERVV-1	gene
AC003002.6	gene
CTC-453G23.5	gene
CTD-2525I3.6	gene
CTD-2126E3.5	gene
CTD-2291D10.3	gene
none	gene
CLIC4P2	gene
CTC-360G5.8	gene
RP3-461P17.10	gene
OR7A8P	gene
U62631.5	gene
TMEM185A	gene
RP11-629B11.5	gene
CTD-2192J16.21	gene
AC008753.4	gene
GPR32P1	gene
CMB9-55A18.1	gene
MTDHP5	gene
HNRNPMP2	gene
CTD-3222D19.5	gene
SIGLEC27P	gene
L34079.4	gene
TDGF1P7	gene
CT45A10	gene
CTB-60E11.11	gene
CTD-2192J16.24	gene
RP11-261P24.2	gene
AC016629.3	gene
AC005523.2	gene
CTB-167G5.3	gene
RPARP-AS1	gene
MTDHP2	gene
RP11-98D18.15	gene
TP53TG3HP	gene
AC004257.1	gene
RPL12P41	gene
CTD-2331H12.7	gene
CTD-3020H12.3	gene
CTD-2195B23.3	gene
CTB-102L5.7	gene
GLTSCR2-AS1	gene
BNIP3P39	gene
RP11-542M13.2	gene
OR7A18P	gene
CTD-3128G10.6	gene
CTD-3187F8.6	gene
AC008982.2	gene
FKBP4P2	gene
CTD-2192J16.20	gene
AC005197.2	gene
AC007228.11	gene
ZIM2	gene
CTB-60B18.15	gene
RP11-13J10.1	gene
CTD-3214H19.16	gene
NBPF9	gene
CTD-2521M24.13	gene
RPL23AP51	gene
AC006262.4	gene
WBP1LP7	gene
CTD-2521M24.11	gene
RP11-345P4.6	gene
CTC-518B2.8	gene
BNIP3P29	gene
SLC25A53	gene
AC006262.10	gene
AC005614.5	gene
CTD-3149D2.3	gene
CTD-3105H18.18	gene
CTD-2245F17.9	gene
RP11-1137G4.4	gene
EXOSC3P2	gene
CTB-187L3.1	gene
DPPA5P1	gene
CTD-2542C24.2	gene
MIR1470	gene
CTC-258N23.3	gene
OR7A3P	gene
SSX4B	gene
CTB-60E11.9	gene
ZIM2-AS1	gene
AC010642.2	gene
AC011516.1	gene
CTD-2538G9.6	gene
PLEKHA3P1	gene
CTB-180A7.3	gene
GLTSCR1-AS1	gene
AC007292.4	gene
SCGB2B3P	gene
CTD-3193O13.14	gene
CTC-273B12.10	gene
CTD-2278I10.4	gene
KCNQ1OT1	gene
CTD-3099C6.9	gene
RP11-158I3.3	gene
RP11-11A5.1	gene
ZNF528-AS1	gene
CTD-3032J10.4	gene
IPO5P1	gene
CTD-3233P19.7	gene
MIR519A2	gene
CTC-490E21.10	gene
RP11-420K14.6	gene
RP4-621N11.2	gene
RP11-1281K21.9	gene
RNF225	gene
EGLN2	gene
CTD-2537I9.16	gene
CTD-2583A14.8	gene
CTD-2587H19.3	gene
MIR371B	gene
AC004754.3	gene
RP11-463C8.7	gene
VN1R79P	gene
RP11-266J6.2	gene
RP11-477H21.2	gene
RP11-3P17.5	gene
RP11-816J6.3	gene
RP5-1139B12.2	gene
ARHGAP19-SLIT1	gene
RP4-761J14.10	gene
SNHG8	gene
RP11-1020A11.1	gene
AP000654.4	gene
RP4-740C4.5	gene
COMMD3-BMI1	gene
RP11-568J23.4	gene
RP11-589N15.2	gene
RMRP	gene
RP11-178L8.9	gene
RP6-99M1.3	gene
RP11-571M6.18	gene
MAP2K4P1	gene
RP11-248J18.2	gene
RP11-330M2.4	gene
none	gene
RP11-73M18.10	gene
RP1-172N19.5	gene
AP006621.9	gene
RP11-193M21.1	gene
AF131215.9	gene
RP1-134E15.3	gene
none	gene
RP11-646I6.5	gene
RP11-697N18.4	gene
RP3-467L1.6	gene
RP11-442H21.2	gene
RP6-91H8.3	gene
RP11-2B6.2	gene
RP11-932O9.9	gene
RP5-1069C8.3	gene
RP3-333A15.2	gene
RP5-1139B12.3	gene
RP11-482M8.3	gene
none	gene
RP11-20I23.8	gene
RP11-214K3.20	gene
PCF11-AS1	gene
RP11-73M18.7	gene
RP5-1172N10.4	gene
RP11-770J1.7	gene
RP6-91H8.5	gene
RP11-2B6.3	gene
RP11-849F2.9	gene
none	gene
RP11-738E22.3	gene
AP000962.2	gene
RP11-797A18.6	gene
RP11-324I22.3	gene
RP11-148O21.6	gene
C7orf55-LUC7L2	gene
MKNK1-AS1	gene
RP11-20A20.2	gene
RP11-73M18.8	gene
SPACA6P-AS	gene
CTD-2033C11.1	gene
MEI4	gene
RP3-331H24.5	gene
RP11-84A19.4	gene
RP5-940J5.9	gene
RP11-498E2.9	gene
RP3-426I6.5	gene
RP3-430N8.10	gene
RP11-95D17.1	gene
RP11-932O9.10	gene
RP11-130L8.2	gene
RP11-338N10.3	gene
RP11-282O18.7	gene
RP11-34P13.16	gene
RP11-1020A11.2	gene
RP11-497H16.9	gene
RP11-362K14.5	gene
RP1-232P20.1	gene
RP11-96H17.3	gene
RP3-430N8.11	gene
RP11-635N19.3	gene
AF003625.3	gene
RP11-276H19.2	gene
RP11-214K3.21	gene
RP11-272L13.3	gene
RP3-449M8.9	gene
RP11-218C14.8	gene
RP11-93H12.4	gene
RP11-178L8.7	gene
RP11-298P3.4	gene
none	gene
ZNF559-ZNF177	gene
LL0XNC01-7P3.1	gene
RP11-540B6.6	gene
RP11-932O9.8	gene
CTD-2576F9.2	gene
RP11-141B14.1	gene
RP11-463O9.9	gene
CTC-203F4.2	gene
RNU12	gene
C8orf44-SGK3	gene
BMS1P7	gene
RP11-380L11.4	gene
RP11-326C3.13	gene
RP3-426I6.6	gene
RP11-51L5.7	gene
RP11-338N10.2	gene
RP11-685G9.4	gene
RP11-1070N10.7	gene
RP11-571M6.17	gene
RP11-416A14.1	gene
RP11-214K3.22	gene
RP11-297D21.4	gene
RP4-769N13.7	gene
WI2-80269A6.1	gene
CTD-3092A11.2	gene
RP11-514D23.3	gene
RP11-88H12.2	gene
RP11-390K5.6	gene
RP11-214K3.19	gene
RP11-248J18.3	gene
SCARNA2	gene
CTC-487M23.5	gene
RP4-761J14.9	gene
MIR222HG	gene
AP001172.2	gene
RP11-750H9.7	gene
TSPY6P	gene
RP11-351I21.11	gene
RP11-127L20.5	gene
AF131215.8	gene
KB-1958F4.1	gene
RP11-178L8.8	gene
RP1-257I20.14	gene
GAS5-AS1	gene
RP11-399K21.11	gene
RP11-529E10.7	gene
RP11-78O7.2	gene
AP000473.8	gene
RP11-245P10.8	gene
RP11-214K3.18	gene
RP11-362K14.6	gene
LDHAL6EP	gene
RP11-248J23.7	gene
RP11-130L8.1	gene
RNU11	gene
RP11-245P10.6	gene
RP11-326C3.14	gene
TSNAX-DISC1	gene
RP11-73M18.6	gene
RP5-1139B12.4	gene
RP11-271F18.4	gene
RP11-742D12.2	gene
RP5-1048B16.1	gene
RP11-415J8.7	gene
AP001429.1	gene
AP000769.7	gene
RP11-57A19.5	gene
RP11-327F22.6	gene
VTRNA2-1	gene
RP11-118F19.1	gene
RP11-526I2.5	gene
RP11-214K3.23	gene
KB-1043D8.8	gene
WISP1-OT1	gene
CTC-303L1.2	gene
RP11-362K14.7	gene
MINOS1-NBL1	gene
CTC-137K3.1	gene
AP001172.3	gene
RP5-1021I20.6	gene
TERC	gene
RP11-646I6.6	gene
RP11-544M22.13	gene
RP11-419I17.2	gene
RP5-894A10.6	gene
RP11-568J23.6	gene
RP11-264E20.2	gene
LINC01480	gene
RP11-167P11.2	gene
RP11-158D2.1	gene
LA16c-380H5.3	gene
NCBP2-AS2	gene
RP11-338N10.1	gene
RP1-256G22.2	gene
RP11-793H13.11	gene
CTD-2410N18.3	gene
RP11-494H4.3	gene
RP11-159N11.4	gene
BIVM-ERCC5	gene
RP1-170O19.24	gene
RP11-568J23.5	gene
IGHD1OR15-1B	gene
IGKV1OR2-11	gene
MTRNR2L11	gene
RP11-258C19.7	gene
RP11-803D5.4	gene
BNIP3P31	gene
MRPS35P3	gene
RP11-440D17.2	gene
RP11-259K5.2	gene
RP11-572O17.1	gene
RP11-550A18.1	gene
RP5-1136G13.1	gene
RP11-89C3.2	gene
RP11-172C16.5	gene
RP11-157E16.1	gene
RP4-592A1.4	gene
RP11-373D23.3	gene
CTD-2540B15.12	gene
RP11-325L12.5	gene
DUXAP11	gene
